expert_tile,model_tile,same_action,expert_shanten,model_shanten,expert_ukeire,model_ukeire,shanten_difference,ukeire_difference,model_prob,category,offset
1m,8s,False,3,2,44,31,1,13,0.6762404441833496,better_shanten,1603.0
green,green,True,1,1,12,12,0,0,0.7851571440696716,exact_match,1604.0
9m,9s,False,3,3,43,42,0,1,0.5701205730438232,near_equivalent,1605.0
green,green,True,1,1,12,12,0,0,0.9787624478340149,exact_match,1606.0
9m,9m,True,2,2,30,30,0,0,0.6113646626472473,exact_match,1607.0
2p,4m,False,1,2,12,15,-1,-3,0.5717335939407349,shanten_loss,1608.0
1p,9s,False,2,2,34,27,0,7,0.49022015929222107,ukeire_loss,1609.0
2m,2m,True,1,1,12,12,0,0,0.9446844458580017,exact_match,1610.0
9s,2s,False,2,1,34,10,1,24,0.28881993889808655,better_shanten,1611.0
3p,4m,False,0,1,5,10,-1,-5,0.5127151012420654,shanten_loss,1612.0
1s,1m,False,4,4,71,75,0,-4,0.4687235653400421,better_ukeire,1613.0
1m,1m,True,3,3,56,56,0,0,0.4361240565776825,exact_match,1614.0
9m,9m,True,2,2,47,47,0,0,0.6523991227149963,exact_match,1615.0
white,5m,False,1,2,9,44,-1,-35,0.46934762597084045,shanten_loss,1616.0
8p,1p,False,0,0,2,3,0,-1,0.6425991654396057,near_equivalent,1617.0
east,east,True,2,2,58,58,0,0,0.5892243981361389,exact_match,1618.0
south,south,True,2,2,58,58,0,0,0.6298744082450867,exact_match,1619.0
9s,9s,True,2,2,66,66,0,0,0.9748491644859314,exact_match,1620.0
8p,8p,True,1,1,19,19,0,0,0.9698715209960938,exact_match,1621.0
2m,2m,True,1,1,19,19,0,0,0.9922757744789124,exact_match,1622.0
6p,6p,True,1,1,18,18,0,0,0.33700981736183167,exact_match,1623.0
south,south,True,4,4,90,90,0,0,0.7243664264678955,exact_match,1624.0
white,white,True,3,3,66,66,0,0,0.7572358250617981,exact_match,1625.0
2m,2m,True,3,3,72,72,0,0,0.6166093945503235,exact_match,1626.0
5s,5m,False,2,3,19,70,-1,-51,0.5978142023086548,shanten_loss,1627.0
5m,5p,False,2,2,18,18,0,0,0.38373759388923645,equivalent,1628.0
7m,7m,True,1,1,11,11,0,0,0.38606709241867065,exact_match,1629.0
3m,3m,True,1,1,11,11,0,0,0.9021909832954407,exact_match,1630.0
8s,9p,False,1,1,9,11,0,-2,0.3554022014141083,near_equivalent,1631.0
south,9m,False,4,4,82,74,0,8,0.43277180194854736,ukeire_loss,1632.0
9m,9m,True,4,4,90,90,0,0,0.5661943554878235,exact_match,1633.0
9p,9p,True,3,3,34,34,0,0,0.7595378756523132,exact_match,1634.0
red,red,True,3,3,45,45,0,0,0.7661898136138916,exact_match,1635.0
3p,3p,True,2,2,24,24,0,0,0.7439756393432617,exact_match,1636.0
4m,4m,True,1,1,15,15,0,0,0.8950186371803284,exact_match,1637.0
white,white,True,2,2,19,19,0,0,0.8959510922431946,exact_match,1638.0
3s,3s,True,1,1,15,15,0,0,0.9661502242088318,exact_match,1639.0
9m,9m,True,2,2,18,18,0,0,0.4103241264820099,exact_match,1640.0
1m,1m,True,1,1,15,15,0,0,0.937393307685852,exact_match,1641.0
west,west,True,2,2,18,18,0,0,0.8850889801979065,exact_match,1642.0
8s,8s,True,1,1,15,15,0,0,0.9850302338600159,exact_match,1643.0
2s,1p,False,2,2,19,18,0,1,0.29735156893730164,near_equivalent,1644.0
6p,6p,True,0,0,7,7,0,0,0.4369141161441803,exact_match,1645.0
6p,4m,False,3,2,54,19,1,35,0.4429783225059509,better_shanten,1646.0
9m,9m,True,0,0,7,7,0,0,0.9950560331344604,exact_match,1647.0
2s,2s,True,3,3,56,56,0,0,0.6023517847061157,exact_match,1648.0
7p,7p,True,0,0,7,7,0,0,0.9846926927566528,exact_match,1649.0
7p,7p,True,3,3,48,48,0,0,0.4287598133087158,exact_match,1650.0
2p,2p,True,0,0,7,7,0,0,0.6697072386741638,exact_match,1651.0
2p,2p,True,2,2,32,32,0,0,0.6084885001182556,exact_match,1652.0
5m,5m,True,0,0,7,7,0,0,0.9142419695854187,exact_match,1653.0
1s,north,False,2,2,8,24,0,-16,0.2731034755706787,better_ukeire,1654.0
8p,8p,True,0,0,7,7,0,0,0.7536838054656982,exact_match,1655.0
1s,6p,False,2,2,9,8,0,1,0.4702991247177124,near_equivalent,1656.0
7p,7p,True,0,0,7,7,0,0,0.7354294061660767,exact_match,1657.0
1s,1s,True,1,1,8,8,0,0,0.8674026131629944,exact_match,1658.0
7s,7s,True,0,0,5,5,0,0,0.9670329689979553,exact_match,1659.0
2m,2p,False,0,1,7,18,-1,-11,0.4333692789077759,shanten_loss,1660.0
1m,1m,True,0,0,5,5,0,0,0.9921203851699829,exact_match,1661.0
red,red,True,1,1,16,16,0,0,0.97698575258255,exact_match,1662.0
red,red,True,1,1,16,16,0,0,0.9797400832176208,exact_match,1663.0
north,west,False,3,3,21,21,0,0,0.4048041105270386,equivalent,1664.0
west,1p,False,3,3,59,59,0,0,0.517467737197876,equivalent,1665.0
west,1p,False,3,3,21,20,0,1,0.4487403631210327,near_equivalent,1666.0
1p,1p,True,3,3,59,59,0,0,0.6500122547149658,exact_match,1667.0
1p,9p,False,3,3,21,20,0,1,0.44642728567123413,near_equivalent,1668.0
red,green,False,2,2,42,43,0,-1,0.596568763256073,near_equivalent,1669.0
green,9p,False,3,3,21,20,0,1,0.409047931432724,near_equivalent,1670.0
green,green,True,2,2,57,57,0,0,0.7482223510742188,exact_match,1671.0
red,red,True,3,3,21,21,0,0,0.46929696202278137,exact_match,1672.0
8p,8p,True,1,1,11,11,0,0,0.33639100193977356,exact_match,1673.0
9p,3s,False,3,3,33,21,0,12,0.350035697221756,ukeire_loss,1674.0
3s,green,False,1,1,10,10,0,0,0.7008355855941772,equivalent,1675.0
5s,3s,False,4,3,70,21,1,49,0.43165290355682373,better_shanten,1676.0
green,green,True,0,0,3,3,0,0,0.901593029499054,exact_match,1677.0
9s,9s,True,3,3,50,50,0,0,0.3488772213459015,exact_match,1678.0
east,east,True,0,0,3,3,0,0,0.9247207641601562,exact_match,1679.0
8m,8s,False,2,3,37,52,-1,-15,0.2784687876701355,shanten_loss,1680.0
8m,8m,True,0,0,2,2,0,0,0.7449204921722412,exact_match,1681.0
8s,8s,True,2,2,36,36,0,0,0.5291843414306641,exact_match,1682.0
south,south,True,0,0,2,2,0,0,0.9646316170692444,exact_match,1683.0
south,south,True,1,1,11,11,0,0,0.7965901494026184,exact_match,1684.0
1s,1s,True,4,4,58,58,0,0,0.5785474181175232,exact_match,1685.0
red,9s,False,4,4,65,56,0,9,0.4312279224395752,ukeire_loss,1686.0
9m,south,False,3,3,39,48,0,-9,0.40232452750205994,better_ukeire,1687.0
9s,9s,True,4,4,67,67,0,0,0.2932036221027374,exact_match,1688.0
south,south,True,3,3,58,58,0,0,0.4624377191066742,exact_match,1689.0
9p,9s,False,4,4,65,66,0,-1,0.6257716417312622,near_equivalent,1690.0
1s,1s,True,3,3,56,56,0,0,0.9064833521842957,exact_match,1691.0
white,9s,False,3,3,26,28,0,-2,0.6382627487182617,near_equivalent,1692.0
white,white,True,2,2,40,40,0,0,0.4850234091281891,exact_match,1693.0
green,9s,False,3,3,25,27,0,-2,0.3919796049594879,near_equivalent,1694.0
8p,west,False,1,1,8,8,0,0,0.5372971296310425,equivalent,1695.0
2s,9s,False,2,2,16,17,0,-1,0.4688948094844818,near_equivalent,1696.0
west,west,True,0,0,4,4,0,0,0.9138928651809692,exact_match,1697.0
7p,9s,False,1,1,8,8,0,0,0.6591666340827942,equivalent,1698.0
2m,2m,True,0,0,4,4,0,0,0.9511867165565491,exact_match,1699.0
5m,9s,False,1,1,8,8,0,0,0.7143877744674683,equivalent,1700.0
6s,7s,False,0,0,6,6,0,0,0.2981517016887665,equivalent,1701.0
9s,white,False,1,1,7,7,0,0,0.6060872077941895,equivalent,1702.0
2p,2p,True,0,0,6,6,0,0,0.9920663833618164,exact_match,1703.0
green,green,True,1,1,7,7,0,0,0.7058980464935303,exact_match,1704.0
6m,6m,True,0,0,6,6,0,0,0.9863582253456116,exact_match,1705.0
white,south,False,1,1,7,7,0,0,0.6093575358390808,equivalent,1706.0
1s,1s,True,0,0,6,6,0,0,0.989450991153717,exact_match,1707.0
green,green,True,1,1,6,6,0,0,0.8060953617095947,exact_match,1708.0
9p,9p,True,0,0,6,6,0,0,0.9841665029525757,exact_match,1709.0
9s,9s,True,1,1,6,6,0,0,0.6607998013496399,exact_match,1710.0
7m,7m,True,0,0,6,6,0,0,0.9892026782035828,exact_match,1711.0
south,south,True,0,0,3,3,0,0,0.8625942468643188,exact_match,1712.0
west,west,True,4,4,85,85,0,0,0.8034384250640869,exact_match,1713.0
north,north,True,3,3,75,75,0,0,0.9569056630134583,exact_match,1714.0
green,green,True,3,3,75,75,0,0,0.4998489022254944,exact_match,1715.0
8s,8s,True,2,2,19,19,0,0,0.5001587867736816,exact_match,1716.0
8p,white,False,2,2,23,23,0,0,0.7467618584632874,equivalent,1717.0
1m,2s,False,2,1,59,12,1,47,0.7164979577064514,better_shanten,1718.0
4p,white,False,2,2,25,29,0,-4,0.932522714138031,better_ukeire,1719.0
2s,2m,False,1,1,12,12,0,0,0.6439417004585266,equivalent,1720.0
2p,2p,True,1,1,18,18,0,0,0.4980712831020355,exact_match,1721.0
2m,2m,True,1,1,12,12,0,0,0.6443992853164673,exact_match,1722.0
5p,5p,True,1,1,18,18,0,0,0.5589628219604492,exact_match,1723.0
east,east,True,0,0,8,8,0,0,0.9855894446372986,exact_match,1724.0
white,white,True,0,0,8,8,0,0,0.989721953868866,exact_match,1725.0
2p,2p,True,0,0,8,8,0,0,0.9987356066703796,exact_match,1726.0
1p,1p,True,3,3,46,46,0,0,0.4603726267814636,exact_match,1727.0
west,west,True,3,3,38,38,0,0,0.9073282480239868,exact_match,1728.0
white,white,True,2,2,29,29,0,0,0.7884330749511719,exact_match,1729.0
west,west,True,3,3,37,37,0,0,0.8113386631011963,exact_match,1730.0
east,east,True,1,1,9,9,0,0,0.8396788835525513,exact_match,1731.0
north,north,True,3,3,36,36,0,0,0.839539647102356,exact_match,1732.0
8p,8p,True,1,1,8,8,0,0,0.9425600171089172,exact_match,1733.0
8m,white,False,3,3,46,58,0,-12,0.5173389911651611,better_ukeire,1734.0
1p,1p,True,1,1,7,7,0,0,0.9824367761611938,exact_match,1735.0
east,east,True,3,3,45,45,0,0,0.8557795882225037,exact_match,1736.0
south,south,True,1,1,7,7,0,0,0.8615756630897522,exact_match,1737.0
north,north,True,3,3,44,44,0,0,0.8132109045982361,exact_match,1738.0
8m,2p,False,1,1,9,7,0,2,0.8538108468055725,near_equivalent,1739.0
9s,white,False,3,2,47,12,1,35,0.5984315872192383,better_shanten,1740.0
4p,1m,False,1,1,8,9,0,-1,0.9031935334205627,near_equivalent,1741.0
5p,white,False,3,3,45,59,0,-14,0.43648919463157654,better_ukeire,1742.0
1m,1m,True,0,0,3,3,0,0,0.7912949323654175,exact_match,1743.0
1s,1s,True,2,2,23,23,0,0,0.5507947206497192,exact_match,1744.0
1s,7m,False,1,0,3,3,1,0,0.7914973497390747,better_shanten,1745.0
red,white,False,1,1,16,18,0,-2,0.5305314660072327,near_equivalent,1746.0
1s,1s,True,1,1,4,4,0,0,0.46483996510505676,exact_match,1747.0
green,green,True,1,1,16,16,0,0,0.6812757253646851,exact_match,1748.0
9s,red,False,1,2,7,24,-1,-17,0.6239641904830933,shanten_loss,1749.0
south,south,True,1,1,15,15,0,0,0.4810789227485657,exact_match,1750.0
red,red,True,2,2,27,27,0,0,0.8357386589050293,exact_match,1751.0
white,white,True,1,1,16,16,0,0,0.465895414352417,exact_match,1752.0
3m,red,False,2,2,26,35,0,-9,0.6938846111297607,better_ukeire,1753.0
6m,1m,False,1,1,7,16,0,-9,0.844776451587677,better_ukeire,1754.0
red,red,True,3,3,24,24,0,0,0.87321937084198,exact_match,1755.0
3p,3p,True,3,3,26,26,0,0,0.5486798286437988,exact_match,1756.0
1m,6p,False,3,3,26,26,0,0,0.2045116126537323,equivalent,1757.0
2m,2m,True,2,2,20,20,0,0,0.972312331199646,exact_match,1758.0
6p,6p,True,2,2,21,21,0,0,0.7621656060218811,exact_match,1759.0
7m,8s,False,1,1,13,13,0,0,0.4901410937309265,equivalent,1760.0
8s,8s,True,0,0,7,7,0,0,0.9247409105300903,exact_match,1761.0
3p,3p,True,0,0,7,7,0,0,0.955880343914032,exact_match,1762.0
4p,4p,True,0,0,7,7,0,0,0.7422569394111633,exact_match,1763.0
north,north,True,3,3,34,34,0,0,0.9485880732536316,exact_match,1764.0
red,red,True,2,2,15,15,0,0,0.4327082633972168,exact_match,1765.0
8m,red,False,2,2,13,14,0,-1,0.5424628257751465,near_equivalent,1766.0
6s,6s,True,1,1,7,7,0,0,0.5517581701278687,exact_match,1767.0
7p,2m,False,1,1,5,5,0,0,0.7066304087638855,equivalent,1768.0
9p,9m,False,1,1,4,5,0,-1,0.7659923434257507,near_equivalent,1769.0
north,north,True,1,1,4,4,0,0,0.5858359336853027,exact_match,1770.0
9m,9m,True,1,1,8,8,0,0,0.7479767203330994,exact_match,1771.0
1p,1p,True,1,1,8,8,0,0,0.9053198099136353,exact_match,1772.0
6m,6m,True,1,1,8,8,0,0,0.9158219695091248,exact_match,1773.0
2m,2m,True,0,0,3,3,0,0,0.9801623821258545,exact_match,1774.0
west,west,True,0,0,3,3,0,0,0.9969649910926819,exact_match,1775.0
5s,5s,True,0,0,3,3,0,0,0.9881138205528259,exact_match,1776.0
2p,2p,True,0,0,3,3,0,0,0.9909906387329102,exact_match,1777.0
5m,5m,True,0,0,3,3,0,0,0.995339035987854,exact_match,1778.0
6m,6m,True,0,0,3,3,0,0,0.9967613816261292,exact_match,1779.0
west,west,True,3,3,58,58,0,0,0.5496097803115845,exact_match,1780.0
north,north,True,3,3,57,57,0,0,0.776337742805481,exact_match,1781.0
white,white,True,3,3,63,63,0,0,0.8575119376182556,exact_match,1782.0
8m,8m,True,3,3,55,55,0,0,0.4735832214355469,exact_match,1783.0
5s,5s,True,2,2,44,44,0,0,0.483294814825058,exact_match,1784.0
6m,6m,True,2,2,43,43,0,0,0.8652265667915344,exact_match,1785.0
7p,7p,True,1,1,13,13,0,0,0.6718046069145203,exact_match,1786.0
white,white,True,1,1,12,12,0,0,0.9197089076042175,exact_match,1787.0
north,north,True,1,1,11,11,0,0,0.8485466241836548,exact_match,1788.0
1s,1s,True,0,0,3,3,0,0,0.7358141541481018,exact_match,1789.0
4m,1m,False,0,0,3,3,0,0,0.7816362977027893,equivalent,1790.0
1p,2p,False,1,0,12,3,1,9,0.7854439616203308,better_shanten,1791.0
9p,9p,True,1,1,11,11,0,0,0.7221905589103699,exact_match,1792.0
1p,9s,False,1,1,7,11,0,-4,0.600494921207428,better_ukeire,1793.0
east,east,True,2,2,14,14,0,0,0.9445884823799133,exact_match,1794.0
9m,9m,True,2,2,14,14,0,0,0.485747754573822,exact_match,1795.0
9s,9s,True,2,2,14,14,0,0,0.9292469024658203,exact_match,1796.0
9m,south,False,2,2,14,14,0,0,0.8045457005500793,equivalent,1797.0
south,south,True,2,2,25,25,0,0,0.4432722330093384,exact_match,1798.0
5p,3m,False,2,2,22,30,0,-8,0.31674692034721375,better_ukeire,1799.0
3m,3m,True,1,1,19,19,0,0,0.6861111521720886,exact_match,1800.0
3p,3p,True,1,1,19,19,0,0,0.7408433556556702,exact_match,1801.0
3s,3s,True,0,0,4,4,0,0,0.7297617197036743,exact_match,1802.0
3s,3s,True,0,0,4,4,0,0,0.9588731527328491,exact_match,1803.0
north,north,True,0,0,4,4,0,0,0.9841088652610779,exact_match,1804.0
8p,8p,True,0,0,4,4,0,0,0.9801585078239441,exact_match,1805.0
9m,9m,True,3,3,59,59,0,0,0.7983552813529968,exact_match,1806.0
green,green,True,2,2,16,16,0,0,0.907419741153717,exact_match,1807.0
2m,1s,False,1,2,12,53,-1,-41,0.4710548520088196,shanten_loss,1808.0
north,north,True,1,1,12,12,0,0,0.979042649269104,exact_match,1809.0
1s,1s,True,1,1,14,14,0,0,0.9654747843742371,exact_match,1810.0
1p,1p,True,1,1,12,12,0,0,0.9914297461509705,exact_match,1811.0
north,north,True,1,1,11,11,0,0,0.9213460683822632,exact_match,1812.0
red,red,True,1,1,11,11,0,0,0.9097341895103455,exact_match,1813.0
6s,6s,True,1,1,11,11,0,0,0.7273789644241333,exact_match,1814.0
3s,3s,True,1,1,11,11,0,0,0.6208093166351318,exact_match,1815.0
red,red,True,1,1,11,11,0,0,0.9182343482971191,exact_match,1816.0
6m,8m,False,1,1,11,11,0,0,0.532002866268158,equivalent,1817.0
8m,south,False,1,1,11,11,0,0,0.6954642534255981,equivalent,1818.0
1p,green,False,4,3,85,28,1,57,0.5075690746307373,better_shanten,1819.0
green,green,True,3,3,36,36,0,0,0.7814345359802246,exact_match,1820.0
south,west,False,3,3,34,34,0,0,0.6663708686828613,equivalent,1821.0
2s,west,False,3,3,37,37,0,0,0.48924028873443604,equivalent,1822.0
west,west,True,2,2,30,30,0,0,0.6327844858169556,exact_match,1823.0
4s,6p,False,2,2,24,28,0,-4,0.46782389283180237,better_ukeire,1824.0
6p,6p,True,1,1,18,18,0,0,0.83026522397995,exact_match,1825.0
4m,4m,True,0,0,6,6,0,0,0.9926014542579651,exact_match,1826.0
8s,8s,True,0,0,6,6,0,0,0.9955125451087952,exact_match,1827.0
north,north,True,0,0,6,6,0,0,0.9949072003364563,exact_match,1828.0
6s,6s,True,0,0,6,6,0,0,0.969200849533081,exact_match,1829.0
1s,west,False,4,4,27,27,0,0,0.39339056611061096,equivalent,1830.0
8s,9p,False,4,4,43,27,0,16,0.19180482625961304,ukeire_loss,1831.0
3p,7m,False,3,3,13,13,0,0,0.2806779444217682,equivalent,1832.0
4s,4s,True,3,3,13,13,0,0,0.6459136009216309,exact_match,1833.0
7m,7m,True,3,3,25,25,0,0,0.3582727909088135,exact_match,1834.0
2m,2m,True,3,3,23,23,0,0,0.8337092995643616,exact_match,1835.0
6s,east,False,2,3,9,20,-1,-11,0.25215286016464233,shanten_loss,1836.0
6s,6s,True,2,2,8,8,0,0,0.6198268532752991,exact_match,1837.0
9s,1s,False,1,2,6,6,-1,0,0.7143245339393616,shanten_loss,1838.0
7p,7p,True,1,1,5,5,0,0,0.7357398271560669,exact_match,1839.0
south,7s,False,1,1,5,5,0,0,0.3829985558986664,equivalent,1840.0
south,3s,False,2,1,6,5,1,1,0.2947390079498291,better_shanten,1841.0
9s,5p,False,3,2,7,6,1,1,0.6182460188865662,better_shanten,1842.0
9p,9p,True,4,4,7,7,0,0,0.7436237931251526,exact_match,1843.0
red,white,False,3,3,73,73,0,0,0.47324198484420776,equivalent,1844.0
1s,1s,True,2,2,46,46,0,0,0.7406174540519714,exact_match,1845.0
south,3p,False,2,2,44,31,0,13,0.49274301528930664,ukeire_loss,1846.0
3p,3p,True,1,1,14,14,0,0,0.6068092584609985,exact_match,1847.0
white,white,True,0,0,5,5,0,0,0.9841209053993225,exact_match,1848.0
6p,6p,True,0,0,5,5,0,0,0.9974374771118164,exact_match,1849.0
9p,9p,True,0,0,5,5,0,0,0.9983957409858704,exact_match,1850.0
north,north,True,3,3,31,31,0,0,0.9530482888221741,exact_match,1851.0
2m,2m,True,2,2,24,24,0,0,0.8263298273086548,exact_match,1852.0
1s,7s,False,3,2,75,24,1,51,0.48477691411972046,better_shanten,1853.0
2s,2s,True,2,2,37,37,0,0,0.9163433909416199,exact_match,1854.0
red,red,True,2,2,35,35,0,0,0.9759650826454163,exact_match,1855.0
8p,3s,False,2,2,29,33,0,-4,0.922057569026947,better_ukeire,1856.0
6p,1s,False,2,2,28,28,0,0,0.6435720324516296,equivalent,1857.0
6m,6m,True,1,1,10,10,0,0,0.47537925839424133,exact_match,1858.0
1s,1s,True,1,1,13,13,0,0,0.5092775821685791,exact_match,1859.0
4p,4m,False,1,1,13,13,0,0,0.6563138961791992,equivalent,1860.0
9s,5m,False,1,1,13,8,0,5,0.4104171097278595,ukeire_loss,1861.0
9s,9s,True,1,1,13,13,0,0,0.7776948809623718,exact_match,1862.0
9s,9s,True,1,1,13,13,0,0,0.8680953979492188,exact_match,1863.0
8p,8p,True,1,1,13,13,0,0,0.8468196392059326,exact_match,1864.0
8p,8p,True,1,1,13,13,0,0,0.9721176028251648,exact_match,1865.0
5m,5m,True,0,0,3,3,0,0,0.7247910499572754,exact_match,1866.0
green,green,True,0,0,3,3,0,0,0.8926469087600708,exact_match,1867.0
6s,6s,True,3,3,47,47,0,0,0.6935509443283081,exact_match,1868.0
south,2p,False,2,2,15,15,0,0,0.31621113419532776,equivalent,1869.0
south,south,True,2,2,14,14,0,0,0.6210028529167175,exact_match,1870.0
red,red,True,2,2,26,26,0,0,0.7652044892311096,exact_match,1871.0
6s,6s,True,2,2,26,26,0,0,0.9565148949623108,exact_match,1872.0
red,red,True,2,2,26,26,0,0,0.8188830614089966,exact_match,1873.0
4s,4s,True,2,2,26,26,0,0,0.9478033185005188,exact_match,1874.0
9s,9s,True,2,2,26,26,0,0,0.9489143490791321,exact_match,1875.0
3p,3m,False,1,1,8,20,0,-12,0.7651979327201843,better_ukeire,1876.0
2p,9p,False,1,1,6,6,0,0,0.6613777279853821,equivalent,1877.0
8s,8s,True,1,1,6,6,0,0,0.7881367206573486,exact_match,1878.0
9p,9p,True,1,1,9,9,0,0,0.500200092792511,exact_match,1879.0
2p,2p,True,1,1,9,9,0,0,0.922534167766571,exact_match,1880.0
west,west,True,1,1,8,8,0,0,0.9060219526290894,exact_match,1881.0
2p,2p,True,1,1,8,8,0,0,0.8964549899101257,exact_match,1882.0
6p,6p,True,1,1,8,8,0,0,0.6674962639808655,exact_match,1883.0
3m,8m,False,0,1,3,16,-1,-13,0.8035997152328491,shanten_loss,1884.0
7s,7s,True,0,0,3,3,0,0,0.6697474122047424,exact_match,1885.0
south,south,True,3,3,40,40,0,0,0.9650188684463501,exact_match,1886.0
west,west,True,2,2,23,23,0,0,0.6127773523330688,exact_match,1887.0
red,red,True,2,2,14,14,0,0,0.918881893157959,exact_match,1888.0
south,south,True,2,2,23,23,0,0,0.9446726441383362,exact_match,1889.0
3s,3s,True,2,2,14,14,0,0,0.4914077818393707,exact_match,1890.0
3p,9p,False,2,2,18,23,0,-5,0.32303372025489807,better_ukeire,1891.0
9s,9s,True,2,2,14,14,0,0,0.6739163994789124,exact_match,1892.0
green,green,True,2,2,18,18,0,0,0.9837746620178223,exact_match,1893.0
1p,5m,False,2,2,22,22,0,0,0.516171932220459,equivalent,1894.0
9m,9m,True,1,1,10,10,0,0,0.335760235786438,exact_match,1895.0
1p,1p,True,2,2,25,25,0,0,0.924318790435791,exact_match,1896.0
7m,2m,False,1,1,9,9,0,0,0.8926007151603699,equivalent,1897.0
1s,1s,True,2,2,23,23,0,0,0.9080811738967896,exact_match,1898.0
2m,2m,True,1,1,9,9,0,0,0.41558849811553955,exact_match,1899.0
8m,8m,True,2,2,23,23,0,0,0.9502891302108765,exact_match,1900.0
red,red,True,2,2,22,22,0,0,0.7726847529411316,exact_match,1901.0
6m,9s,False,2,2,18,21,0,-3,0.6561934947967529,better_ukeire,1902.0
north,north,True,2,2,18,18,0,0,0.9255251288414001,exact_match,1903.0
2m,9s,False,2,1,16,11,1,5,0.40274739265441895,better_shanten,1904.0
1m,1m,True,3,3,57,57,0,0,0.696221113204956,exact_match,1905.0
green,green,True,3,3,51,51,0,0,0.8050259351730347,exact_match,1906.0
red,red,True,2,2,46,46,0,0,0.7693318128585815,exact_match,1907.0
east,2p,False,2,2,48,44,0,4,0.6356831789016724,ukeire_loss,1908.0
2p,2p,True,1,1,40,40,0,0,0.769278347492218,exact_match,1909.0
2s,2s,True,1,1,38,38,0,0,0.7578405737876892,exact_match,1910.0
north,5s,False,1,0,18,2,1,16,0.6339252591133118,better_shanten,1911.0
north,north,True,0,0,7,7,0,0,0.988657534122467,exact_match,1912.0
red,red,True,0,0,7,7,0,0,0.9872370958328247,exact_match,1913.0
9p,9p,True,0,0,7,7,0,0,0.9696851968765259,exact_match,1914.0
5m,5m,True,0,0,7,7,0,0,0.8733429908752441,exact_match,1915.0
1m,1m,True,0,0,7,7,0,0,0.9954225420951843,exact_match,1916.0
8p,8p,True,0,0,7,7,0,0,0.6091875433921814,exact_match,1917.0
green,green,True,0,0,7,7,0,0,0.9660704731941223,exact_match,1918.0
green,green,True,0,0,7,7,0,0,0.9803901314735413,exact_match,1919.0
1m,1m,True,0,0,7,7,0,0,0.9852489829063416,exact_match,1920.0
9s,9s,True,0,0,7,7,0,0,0.9849373698234558,exact_match,1921.0
7m,7m,True,0,0,7,7,0,0,0.8155980110168457,exact_match,1922.0
6p,6p,True,0,0,7,7,0,0,0.8155611157417297,exact_match,1923.0
green,1p,False,3,3,28,28,0,0,0.5057977437973022,equivalent,1924.0
west,west,True,3,3,55,55,0,0,0.6492685675621033,exact_match,1925.0
east,1p,False,3,3,86,78,0,8,0.5565468072891235,ukeire_loss,1926.0
east,east,True,2,2,10,10,0,0,0.8234015107154846,exact_match,1927.0
1p,1p,True,2,2,60,60,0,0,0.9341160655021667,exact_match,1928.0
4s,4s,True,1,1,8,8,0,0,0.6246646642684937,exact_match,1929.0
3m,3m,True,1,1,16,16,0,0,0.7296134233474731,exact_match,1930.0
1m,5p,False,1,2,8,47,-1,-39,0.5525460243225098,shanten_loss,1931.0
5p,7s,False,1,1,16,12,0,4,0.49139493703842163,ukeire_loss,1932.0
west,west,True,1,1,8,8,0,0,0.593604326248169,exact_match,1933.0
7s,7s,True,0,0,4,4,0,0,0.8191707730293274,exact_match,1934.0
7m,5p,False,0,1,4,39,-1,-35,0.6761415600776672,shanten_loss,1935.0
